Timestamp,Heart Rate(bpm),HRV(ms)
Apr 5 2024   6:44,87,54
Apr 5 2024   6:44,87,31
Apr 5 2024   6:45,91,50
Apr 5 2024   6:45,91,68
Apr 5 2024   6:45,90,52
Apr 5 2024   6:45,87,72
Apr 5 2024   6:45,87,40
Apr 5 2024   6:45,88,29
Apr 5 2024   6:46,86,43
Apr 5 2024   6:46,88,71
Apr 5 2024   6:46,89,98
Apr 5 2024   6:46,89,52
Apr 5 2024   6:46,91,89
Apr 5 2024   6:46,101,58
Apr 5 2024   6:46,101,39
Apr 5 2024   6:46,86,36
Apr 5 2024   6:46,84,75
Apr 5 2024   6:47,84,74
Apr 5 2024   6:47,84,27
Apr 5 2024   6:47,84,32
Apr 5 2024   6:47,84,30
Apr 5 2024   6:47,85,81
Apr 5 2024   6:47,99,61
Apr 5 2024   6:47,99,30
Apr 5 2024   6:47,95,60
Apr 5 2024   6:47,80,32
Apr 5 2024   6:48,82,74
Apr 5 2024   6:48,83,70
Apr 5 2024   6:48,84,58
Apr 5 2024   6:48,86,95
Apr 5 2024   6:48,88,85
Apr 5 2024   6:48,91,85
Apr 5 2024   6:48,91,82
Apr 5 2024   6:48,100,49
Apr 5 2024   6:48,88,79
Apr 5 2024   6:48,89,33
Apr 5 2024   6:49,92,38
Apr 5 2024   6:49,93,62
Apr 5 2024   6:49,87,58
Apr 5 2024   6:49,86,65
Apr 5 2024   6:49,87,72
Apr 5 2024   6:49,85,94
Apr 5 2024   6:49,85,86
Apr 5 2024   6:49,85,91
Apr 5 2024   6:49,89,92
Apr 5 2024   6:49,89,73
Apr 5 2024   6:49,91,98
Apr 5 2024   6:49,91,68
Apr 5 2024   6:49,91,90
Apr 5 2024   6:49,91,90
Apr 5 2024   6:49,91,82
Apr 5 2024   6:49,89,80
Apr 5 2024   6:49,91,95
Apr 5 2024   6:49,91,84
Apr 5 2024   6:49,91,38
Apr 5 2024   6:49,91,37
Apr 5 2024   6:50,90,50
Apr 5 2024   6:50,88,87
Apr 5 2024   6:50,88,68
Apr 5 2024   6:50,87,55
Apr 5 2024   6:50,89,92
Apr 5 2024   6:50,89,46
Apr 5 2024   6:50,89,45
Apr 5 2024   6:50,89,31
Apr 5 2024   6:50,89,56
Apr 5 2024   6:50,90,44
Apr 5 2024   6:50,90,86
Apr 5 2024   6:50,91,33
Apr 5 2024   6:50,91,45
Apr 5 2024   6:50,91,89
Apr 5 2024   6:50,93,66
Apr 5 2024   6:50,92,43
Apr 5 2024   6:50,92,33
Apr 5 2024   6:50,92,58
Apr 5 2024   6:51,91,66
Apr 5 2024   6:51,91,36
Apr 5 2024   6:51,84,87
Apr 5 2024   6:51,87,48
Apr 5 2024   6:51,87,39
Apr 5 2024   6:51,87,31
Apr 5 2024   6:51,89,25
Apr 5 2024   6:51,89,89
Apr 5 2024   6:51,89,29
Apr 5 2024   6:51,89,64
Apr 5 2024   6:51,89,69
Apr 5 2024   6:52,89,37
Apr 5 2024   6:52,91,48
Apr 5 2024   6:52,92,25
Apr 5 2024   6:52,92,28
Apr 5 2024   6:52,94,49
Apr 5 2024   6:52,94,28
Apr 5 2024   6:52,94,49
Apr 5 2024   6:52,92,48
Apr 5 2024   6:52,89,82
Apr 5 2024   6:52,89,48
Apr 5 2024   6:52,89,76
Apr 5 2024   6:52,89,86
Apr 5 2024   6:52,83,40
Apr 5 2024   6:52,83,35
Apr 5 2024   6:52,84,58
Apr 5 2024   6:53,85,45
Apr 5 2024   6:53,85,90
Apr 5 2024   6:53,87,89
Apr 5 2024   6:53,87,46
Apr 5 2024   6:53,82,88
Apr 5 2024   6:53,84,85
Apr 5 2024   6:53,88,47
Apr 5 2024   6:54,89,56
Apr 5 2024   6:54,89,28
Apr 5 2024   6:54,90,80
Apr 5 2024   6:54,92,98
Apr 5 2024   6:54,90,32
Apr 5 2024   6:54,90,78
Apr 5 2024   6:54,94,99
Apr 5 2024   6:54,94,42
Apr 5 2024   6:54,94,25
Apr 5 2024   6:54,96,70
Apr 5 2024   6:54,96,83
Apr 5 2024   6:54,97,74
Apr 5 2024   6:54,97,77
Apr 5 2024   6:54,95,42
Apr 5 2024   6:54,95,80
Apr 5 2024   6:54,94,39
Apr 5 2024   6:54,94,35
Apr 5 2024   6:54,94,81
Apr 5 2024   6:54,94,56
Apr 5 2024   6:54,94,50
Apr 5 2024   6:54,93,67
Apr 5 2024   6:54,93,69
Apr 5 2024   6:54,91,57
Apr 5 2024   6:54,91,39
Apr 5 2024   6:54,90,36
Apr 5 2024   6:54,91,90
Apr 5 2024   6:54,91,92
Apr 5 2024   6:55,90,90
Apr 5 2024   6:55,88,34
Apr 5 2024   6:55,90,64
Apr 5 2024   6:55,90,26
Apr 5 2024   6:55,91,42
Apr 5 2024   6:55,91,33
Apr 5 2024   6:55,90,84
Apr 5 2024   6:55,91,85
Apr 5 2024   6:55,92,56
Apr 5 2024   6:55,93,81
Apr 5 2024   6:55,93,86
Apr 5 2024   6:55,93,36
Apr 5 2024   6:55,92,39
Apr 5 2024   6:55,92,86
Apr 5 2024   6:55,92,53
Apr 5 2024   6:55,92,57
Apr 5 2024   6:55,91,81
Apr 5 2024   6:55,94,34
Apr 5 2024   6:55,94,65
Apr 5 2024   6:55,94,39
Apr 5 2024   6:55,94,79
Apr 5 2024   6:55,92,47
Apr 5 2024   6:56,88,92
Apr 5 2024   6:56,90,92
Apr 5 2024   6:56,92,42
Apr 5 2024   6:56,92,36
Apr 5 2024   6:56,94,56
Apr 5 2024   6:56,94,94
Apr 5 2024   6:56,94,68
Apr 5 2024   6:56,94,46
Apr 5 2024   6:56,92,31
Apr 5 2024   6:56,89,79
Apr 5 2024   6:56,87,68
Apr 5 2024   6:56,85,53
Apr 5 2024   6:56,84,73
Apr 5 2024   6:56,79,100
Apr 5 2024   6:56,79,53
Apr 5 2024   6:56,79,99
Apr 5 2024   6:56,79,46
Apr 5 2024   6:56,81,37
Apr 5 2024   6:56,84,30
Apr 5 2024   6:56,84,99
Apr 5 2024   6:56,83,63
Apr 5 2024   6:56,83,61
Apr 5 2024   6:57,84,64
Apr 5 2024   6:57,84,82
Apr 5 2024   6:57,85,48
Apr 5 2024   6:57,85,40
Apr 5 2024   6:57,85,36
Apr 5 2024   6:57,85,57
Apr 5 2024   6:57,83,95
Apr 5 2024   6:57,83,72
Apr 5 2024   6:57,83,46
Apr 5 2024   6:57,83,52
Apr 5 2024   6:57,83,91
Apr 5 2024   6:57,87,100
Apr 5 2024   6:57,86,27
Apr 5 2024   6:57,85,51
Apr 5 2024   6:57,85,76
Apr 5 2024   6:58,88,86
Apr 5 2024   6:58,86,39
Apr 5 2024   6:58,86,30
Apr 5 2024   6:58,86,68
Apr 5 2024   6:58,89,88
Apr 5 2024   6:58,89,46
Apr 5 2024   6:58,89,84
Apr 5 2024   6:58,92,41
Apr 5 2024   6:58,93,88
Apr 5 2024   6:58,93,98
Apr 5 2024   6:58,93,73
Apr 5 2024   6:58,93,42
Apr 5 2024   6:58,93,79
Apr 5 2024   6:58,89,48
Apr 5 2024   6:58,89,34
Apr 5 2024   6:58,91,48
Apr 5 2024   6:58,91,35
Apr 5 2024   6:58,91,80
Apr 5 2024   6:58,88,34
Apr 5 2024   6:58,86,91
Apr 5 2024   6:58,85,55
Apr 5 2024   6:59,85,80
Apr 5 2024   6:59,85,79
Apr 5 2024   6:59,85,56
Apr 5 2024   6:59,85,83
Apr 5 2024   6:59,85,71
Apr 5 2024   6:59,84,90
Apr 5 2024   6:59,84,43
Apr 5 2024   6:59,84,43
Apr 5 2024   6:59,85,41
Apr 5 2024   6:59,86,64
Apr 5 2024   6:59,86,28
Apr 5 2024   6:59,89,53
Apr 5 2024   6:59,92,39
Apr 5 2024   6:59,92,67
Apr 5 2024   6:59,96,45
Apr 5 2024   6:59,96,29
Apr 5 2024   6:59,96,63
Apr 5 2024   6:59,96,92
Apr 5 2024   7:00,94,58
Apr 5 2024   7:00,93,72
Apr 5 2024   7:00,93,78
Apr 5 2024   7:00,93,82
Apr 5 2024   7:00,93,46
Apr 5 2024   7:00,93,57
Apr 5 2024   7:00,93,82
Apr 5 2024   7:00,92,65
Apr 5 2024   7:00,90,61
Apr 5 2024   7:00,89,100
Apr 5 2024   7:00,89,90
Apr 5 2024   7:00,89,91
Apr 5 2024   7:00,89,85
Apr 5 2024   7:00,90,96
Apr 5 2024   7:00,90,94
Apr 5 2024   7:00,88,47
Apr 5 2024   7:00,88,99
Apr 5 2024   7:00,87,73
Apr 5 2024   7:00,87,95
Apr 5 2024   7:00,89,72
Apr 5 2024   7:00,89,96
Apr 5 2024   7:00,86,86
Apr 5 2024   7:00,85,92
Apr 5 2024   7:00,84,86
Apr 5 2024   7:00,82,57
Apr 5 2024   7:00,82,90
Apr 5 2024   7:01,84,25
Apr 5 2024   7:01,84,68
Apr 5 2024   7:01,89,40
Apr 5 2024   7:01,89,77
Apr 5 2024   7:01,89,91
Apr 5 2024   7:01,89,83
Apr 5 2024   7:01,89,38
Apr 5 2024   7:01,89,65
Apr 5 2024   7:01,89,83
Apr 5 2024   7:01,90,28
Apr 5 2024   7:01,90,59
Apr 5 2024   7:01,90,65
Apr 5 2024   7:01,89,31
Apr 5 2024   7:01,89,95
Apr 5 2024   7:01,89,70
Apr 5 2024   7:01,89,45
Apr 5 2024   7:01,90,69
Apr 5 2024   7:01,90,25
Apr 5 2024   7:01,90,63
Apr 5 2024   7:01,90,60
Apr 5 2024   7:01,90,27
Apr 5 2024   7:01,90,28
Apr 5 2024   7:02,83,82
Apr 5 2024   7:02,85,35
Apr 5 2024   7:02,85,40
Apr 5 2024   7:02,87,85
Apr 5 2024   7:02,88,32
Apr 5 2024   7:02,89,63
Apr 5 2024   7:02,86,41
Apr 5 2024   7:02,85,50
Apr 5 2024   7:02,84,70
Apr 5 2024   7:02,79,68
Apr 5 2024   7:02,83,40
Apr 5 2024   7:03,85,62
Apr 5 2024   7:03,88,69
Apr 5 2024   7:03,88,56
